identificador,captador,fecha_lectura,tipo_polinico,granos_de_polen_x_metro_cubico
1250,ALER,2025-01-03T00:00:00,Corylus,0
1251,ALER,2025-01-03T00:00:00,Cupresáceas/Taxáceas,28
1252,ALER,2025-01-03T00:00:00,Ericaceae,0
1253,ALER,2025-01-03T00:00:00,Eucalipto,0
1254,ALER,2025-01-03T00:00:00,Fresno,1
1255,ALER,2025-01-03T00:00:00,Gramíneas,0
1256,ALER,2025-01-03T00:00:00,Moreras,0
1257,ALER,2025-01-03T00:00:00,Olivo,0
1258,ALER,2025-01-03T00:00:00,Olmos,0
1259,ALER,2025-01-03T00:00:00,Otros,0
1260,ALER,2025-01-03T00:00:00,Pinos,0
1261,ALER,2025-01-03T00:00:00,Plantago,0
1262,ALER,2025-01-03T00:00:00,Plátano de paseo,0
1263,ALER,2025-01-03T00:00:00,PNI (Polen no identificado),0
1264,ALER,2025-01-03T00:00:00,Populus,0
1265,ALER,2025-01-03T00:00:00,Quenopodiáceas/Amarantáceas,0
1266,ALER,2025-01-03T00:00:00,Quercus,0
1267,ALER,2025-01-03T00:00:00,Rumex (Acederas),0
1268,ALER,2025-01-03T00:00:00,Sauces,0
1269,ALER,2025-01-03T00:00:00,Urticaceae (Ortigas),0
1270,ALER,2025-01-04T00:00:00,Abedul,0
1271,ALER,2025-01-04T00:00:00,Aligustre,0
1272,ALER,2025-01-04T00:00:00,Aliso,0
1273,ALER,2025-01-04T00:00:00,Arce,0
1274,ALER,2025-01-04T00:00:00,Artemisia,0
1275,ALER,2025-01-04T00:00:00,Castaño,0
1276,ALER,2025-01-04T00:00:00,Compuestas,0
1277,ALER,2025-01-04T00:00:00,Corylus,0
1278,ALER,2025-01-04T00:00:00,Cupresáceas/Taxáceas,4
1279,ALER,2025-01-04T00:00:00,Ericaceae,0
1280,ALER,2025-01-04T00:00:00,Eucalipto,0
1281,ALER,2025-01-04T00:00:00,Fresno,0
1282,ALER,2025-01-04T00:00:00,Gramíneas,0
1283,ALER,2025-01-04T00:00:00,Moreras,0
1284,ALER,2025-01-04T00:00:00,Olivo,0
1285,ALER,2025-01-04T00:00:00,Olmos,0
1286,ALER,2025-01-04T00:00:00,Otros,0
1287,ALER,2025-01-04T00:00:00,Pinos,0
1288,ALER,2025-01-04T00:00:00,Plantago,0
1289,ALER,2025-01-04T00:00:00,Plátano de paseo,0
1290,ALER,2025-01-04T00:00:00,PNI (Polen no identificado),0
1291,ALER,2025-01-04T00:00:00,Populus,0
1292,ALER,2025-01-04T00:00:00,Quenopodiáceas/Amarantáceas,0
1293,ALER,2025-01-04T00:00:00,Quercus,0
1294,ALER,2025-01-04T00:00:00,Rumex (Acederas),0
1295,ALER,2025-01-04T00:00:00,Sauces,0
1296,ALER,2025-01-04T00:00:00,Urticaceae (Ortigas),0
1297,ALER,2025-01-05T00:00:00,Abedul,0
1298,ALER,2025-01-05T00:00:00,Aligustre,0
1299,ALER,2025-01-05T00:00:00,Aliso,0
1300,ALER,2025-01-05T00:00:00,Arce,0
1301,ALER,2025-01-05T00:00:00,Artemisia,0
1302,ALER,2025-01-05T00:00:00,Castaño,0
1303,ALER,2025-01-05T00:00:00,Compuestas,0
1304,ALER,2025-01-05T00:00:00,Corylus,0
1305,ALER,2025-01-05T00:00:00,Cupresáceas/Taxáceas,3
1306,ALER,2025-01-05T00:00:00,Ericaceae,0
1307,ALER,2025-01-05T00:00:00,Eucalipto,0
1308,ALER,2025-01-05T00:00:00,Fresno,0
1309,ALER,2025-01-05T00:00:00,Gramíneas,0
1310,ALER,2025-01-05T00:00:00,Moreras,0
1311,ALER,2025-01-05T00:00:00,Olivo,0
1312,ALER,2025-01-05T00:00:00,Olmos,0
1313,ALER,2025-01-05T00:00:00,Otros,0
1314,ALER,2025-01-05T00:00:00,Pinos,0
1315,ALER,2025-01-05T00:00:00,Plantago,0
1316,ALER,2025-01-05T00:00:00,Plátano de paseo,0
1317,ALER,2025-01-05T00:00:00,PNI (Polen no identificado),0
1318,ALER,2025-01-05T00:00:00,Populus,0
1319,ALER,2025-01-05T00:00:00,Quenopodiáceas/Amarantáceas,0
1320,ALER,2025-01-05T00:00:00,Quercus,0
1321,ALER,2025-01-05T00:00:00,Rumex (Acederas),0
1322,ALER,2025-01-05T00:00:00,Sauces,0
1323,ALER,2025-01-05T00:00:00,Urticaceae (Ortigas),0
1324,ALER,2025-01-06T00:00:00,Abedul,0
1325,ALER,2025-01-06T00:00:00,Aligustre,0
1326,ALER,2025-01-06T00:00:00,Aliso,0
1327,ALER,2025-01-06T00:00:00,Arce,0
1328,ALER,2025-01-06T00:00:00,Artemisia,0
1329,ALER,2025-01-06T00:00:00,Castaño,0
1330,ALER,2025-01-06T00:00:00,Compuestas,0
1331,ALER,2025-01-06T00:00:00,Corylus,0
1332,ALER,2025-01-06T00:00:00,Cupresáceas/Taxáceas,1
1333,ALER,2025-01-06T00:00:00,Ericaceae,0
1334,ALER,2025-01-06T00:00:00,Eucalipto,0
1335,ALER,2025-01-06T00:00:00,Fresno,0
1336,ALER,2025-01-06T00:00:00,Gramíneas,0
1337,ALER,2025-01-06T00:00:00,Moreras,0
1338,ALER,2025-01-06T00:00:00,Olivo,0
1339,ALER,2025-01-06T00:00:00,Olmos,0
1340,ALER,2025-01-06T00:00:00,Otros,0
1341,ALER,2025-01-06T00:00:00,Pinos,0
1342,ALER,2025-01-06T00:00:00,Plantago,0
1343,ALER,2025-01-06T00:00:00,Plátano de paseo,0
1344,ALER,2025-01-06T00:00:00,PNI (Polen no identificado),0
1345,ALER,2025-01-06T00:00:00,Populus,0
1346,ALER,2025-01-06T00:00:00,Quenopodiáceas/Amarantáceas,0
1347,ALER,2025-01-06T00:00:00,Quercus,0
1348,ALER,2025-01-06T00:00:00,Rumex (Acederas),0
1349,ALER,2025-01-06T00:00:00,Sauces,0
1350,ALER,2025-01-06T00:00:00,Urticaceae (Ortigas),0
1351,ALER,2025-01-07T00:00:00,Abedul,0
1352,ALER,2025-01-07T00:00:00,Aligustre,0
1353,ALER,2025-01-07T00:00:00,Aliso,0
1354,ALER,2025-01-07T00:00:00,Arce,0
1355,ALER,2025-01-07T00:00:00,Artemisia,0
1356,ALER,2025-01-07T00:00:00,Castaño,0
1357,ALER,2025-01-07T00:00:00,Compuestas,0
1358,ALER,2025-01-07T00:00:00,Corylus,0
1359,ALER,2025-01-07T00:00:00,Cupresáceas/Taxáceas,1
1360,ALER,2025-01-07T00:00:00,Ericaceae,0
1361,ALER,2025-01-07T00:00:00,Eucalipto,0
1362,ALER,2025-01-07T00:00:00,Fresno,0
1363,ALER,2025-01-07T00:00:00,Gramíneas,0
1364,ALER,2025-01-07T00:00:00,Moreras,0
1365,ALER,2025-01-07T00:00:00,Olivo,0
1366,ALER,2025-01-07T00:00:00,Olmos,0
1367,ALER,2025-01-07T00:00:00,Otros,0
1368,ALER,2025-01-07T00:00:00,Pinos,0
1369,ALER,2025-01-07T00:00:00,Plantago,0
1370,ALER,2025-01-07T00:00:00,Plátano de paseo,0
1371,ALER,2025-01-07T00:00:00,PNI (Polen no identificado),0
1372,ALER,2025-01-07T00:00:00,Populus,0
1373,ALER,2025-01-07T00:00:00,Quenopodiáceas/Amarantáceas,0
1374,ALER,2025-01-07T00:00:00,Quercus,0
1375,ALER,2025-01-07T00:00:00,Rumex (Acederas),0
1376,ALER,2025-01-07T00:00:00,Sauces,0
1377,ALER,2025-01-07T00:00:00,Urticaceae (Ortigas),0
1378,ALER,2025-01-08T00:00:00,Abedul,0
1379,ALER,2025-01-08T00:00:00,Aligustre,0
1380,ALER,2025-01-08T00:00:00,Aliso,0
1381,ALER,2025-01-08T00:00:00,Arce,0
1382,ALER,2025-01-08T00:00:00,Artemisia,0
1383,ALER,2025-01-08T00:00:00,Castaño,0
1384,ALER,2025-01-08T00:00:00,Compuestas,0
1385,ALER,2025-01-08T00:00:00,Corylus,0
1386,ALER,2025-01-08T00:00:00,Cupresáceas/Taxáceas,1
1387,ALER,2025-01-08T00:00:00,Ericaceae,0
1388,ALER,2025-01-08T00:00:00,Eucalipto,0
1389,ALER,2025-01-08T00:00:00,Fresno,0
1390,ALER,2025-01-08T00:00:00,Gramíneas,1
1391,ALER,2025-01-08T00:00:00,Moreras,0
1392,ALER,2025-01-08T00:00:00,Olivo,0
1393,ALER,2025-01-08T00:00:00,Olmos,0
1394,ALER,2025-01-08T00:00:00,Otros,0
1395,ALER,2025-01-08T00:00:00,Pinos,0
1396,ALER,2025-01-08T00:00:00,Plantago,0
1397,ALER,2025-01-08T00:00:00,Plátano de paseo,0
1398,ALER,2025-01-08T00:00:00,PNI (Polen no identificado),0
1399,ALER,2025-01-08T00:00:00,Populus,0
1400,ALER,2025-01-08T00:00:00,Quenopodiáceas/Amarantáceas,0
1401,ALER,2025-01-08T00:00:00,Quercus,0
1402,ALER,2025-01-08T00:00:00,Rumex (Acederas),0
1403,ALER,2025-01-08T00:00:00,Sauces,0
1404,ALER,2025-01-08T00:00:00,Urticaceae (Ortigas),0
1405,ALER,2025-01-09T00:00:00,Abedul,0
1406,ALER,2025-01-09T00:00:00,Aligustre,0
1407,ALER,2025-01-09T00:00:00,Aliso,2
1408,ALER,2025-01-09T00:00:00,Arce,0
1409,ALER,2025-01-09T00:00:00,Artemisia,0
1410,ALER,2025-01-09T00:00:00,Castaño,0
1411,ALER,2025-01-09T00:00:00,Compuestas,0
1412,ALER,2025-01-09T00:00:00,Corylus,0
1413,ALER,2025-01-09T00:00:00,Cupresáceas/Taxáceas,33
1414,ALER,2025-01-09T00:00:00,Ericaceae,0
1415,ALER,2025-01-09T00:00:00,Eucalipto,0
1416,ALER,2025-01-09T00:00:00,Fresno,1
1417,ALER,2025-01-09T00:00:00,Gramíneas,0
1418,ALER,2025-01-09T00:00:00,Moreras,0
1419,ALER,2025-01-09T00:00:00,Olivo,0
1420,ALER,2025-01-09T00:00:00,Olmos,0
1421,ALER,2025-01-09T00:00:00,Otros,0
1422,ALER,2025-01-09T00:00:00,Pinos,0
1423,ALER,2025-01-09T00:00:00,Plantago,0
1424,ALER,2025-01-09T00:00:00,Plátano de paseo,0
1425,ALER,2025-01-09T00:00:00,PNI (Polen no identificado),0
1426,ALER,2025-01-09T00:00:00,Populus,0
1427,ALER,2025-01-09T00:00:00,Quenopodiáceas/Amarantáceas,0
1428,ALER,2025-01-09T00:00:00,Quercus,0
1429,ALER,2025-01-09T00:00:00,Rumex (Acederas),0
1430,ALER,2025-01-09T00:00:00,Sauces,0
1431,ALER,2025-01-09T00:00:00,Urticaceae (Ortigas),0
1432,ALER,2025-01-10T00:00:00,Abedul,0
1433,ALER,2025-01-10T00:00:00,Aligustre,0
1434,ALER,2025-01-10T00:00:00,Aliso,2
1435,ALER,2025-01-10T00:00:00,Arce,0
1436,ALER,2025-01-10T00:00:00,Artemisia,0
1437,ALER,2025-01-10T00:00:00,Castaño,0
1438,ALER,2025-01-10T00:00:00,Compuestas,0
1439,ALER,2025-01-10T00:00:00,Corylus,0
1440,ALER,2025-01-10T00:00:00,Cupresáceas/Taxáceas,690
1441,ALER,2025-01-10T00:00:00,Ericaceae,0
1442,ALER,2025-01-10T00:00:00,Eucalipto,0
1443,ALER,2025-01-10T00:00:00,Fresno,3
1444,ALER,2025-01-10T00:00:00,Gramíneas,0
1445,ALER,2025-01-10T00:00:00,Moreras,0
1446,ALER,2025-01-10T00:00:00,Olivo,0
1447,ALER,2025-01-10T00:00:00,Olmos,3
1448,ALER,2025-01-10T00:00:00,Otros,0
1449,ALER,2025-01-10T00:00:00,Pinos,0
1450,ALER,2025-01-10T00:00:00,Plantago,0
1451,ALER,2025-01-10T00:00:00,Plátano de paseo,0
1452,ALER,2025-01-10T00:00:00,PNI (Polen no identificado),0
1453,ALER,2025-01-10T00:00:00,Populus,0
1454,ALER,2025-01-10T00:00:00,Quenopodiáceas/Amarantáceas,0
1455,ALER,2025-01-10T00:00:00,Quercus,2
1456,ALER,2025-01-10T00:00:00,Rumex (Acederas),0
1457,ALER,2025-01-10T00:00:00,Sauces,0
1458,ALER,2025-01-10T00:00:00,Urticaceae (Ortigas),7
1459,ALER,2025-01-11T00:00:00,Abedul,0
1460,ALER,2025-01-11T00:00:00,Aligustre,0
1461,ALER,2025-01-11T00:00:00,Aliso,3
1462,ALER,2025-01-11T00:00:00,Arce,0
1463,ALER,2025-01-11T00:00:00,Artemisia,0
1464,ALER,2025-01-11T00:00:00,Castaño,0
1465,ALER,2025-01-11T00:00:00,Compuestas,0
1466,ALER,2025-01-11T00:00:00,Corylus,0
1467,ALER,2025-01-11T00:00:00,Cupresáceas/Taxáceas,120
1468,ALER,2025-01-11T00:00:00,Ericaceae,0
1469,ALER,2025-01-11T00:00:00,Eucalipto,0
1470,ALER,2025-01-11T00:00:00,Fresno,8
1471,ALER,2025-01-11T00:00:00,Gramíneas,0
1472,ALER,2025-01-11T00:00:00,Moreras,0
1473,ALER,2025-01-11T00:00:00,Olivo,0
1474,ALER,2025-01-11T00:00:00,Olmos,3
1475,ALER,2025-01-11T00:00:00,Otros,0
1476,ALER,2025-01-11T00:00:00,Pinos,0
1477,ALER,2025-01-11T00:00:00,Plantago,0
1478,ALER,2025-01-11T00:00:00,Plátano de paseo,0
1479,ALER,2025-01-11T00:00:00,PNI (Polen no identificado),0
1480,ALER,2025-01-11T00:00:00,Populus,5
1481,ALER,2025-01-11T00:00:00,Quenopodiáceas/Amarantáceas,0
1482,ALER,2025-01-11T00:00:00,Quercus,0
1483,ALER,2025-01-11T00:00:00,Rumex (Acederas),0
1484,ALER,2025-01-11T00:00:00,Sauces,0
1485,ALER,2025-01-11T00:00:00,Urticaceae (Ortigas),4
1486,ALER,2025-01-12T00:00:00,Abedul,0
1487,ALER,2025-01-12T00:00:00,Aligustre,0
1488,ALER,2025-01-12T00:00:00,Aliso,0
1489,ALER,2025-01-12T00:00:00,Arce,0
1490,ALER,2025-01-12T00:00:00,Artemisia,0
1491,ALER,2025-01-12T00:00:00,Castaño,0
1492,ALER,2025-01-12T00:00:00,Compuestas,0
1493,ALER,2025-01-12T00:00:00,Corylus,0
1494,ALER,2025-01-12T00:00:00,Cupresáceas/Taxáceas,44
1495,ALER,2025-01-12T00:00:00,Ericaceae,0
1496,ALER,2025-01-12T00:00:00,Eucalipto,0
1497,ALER,2025-01-12T00:00:00,Fresno,5
1498,ALER,2025-01-12T00:00:00,Gramíneas,0
1499,ALER,2025-01-12T00:00:00,Moreras,0
1500,ALER,2025-01-12T00:00:00,Olivo,0
1501,ALER,2025-01-12T00:00:00,Olmos,0
1502,ALER,2025-01-12T00:00:00,Otros,0
1503,ALER,2025-01-12T00:00:00,Pinos,0
1504,ALER,2025-01-12T00:00:00,Plantago,0
1505,ALER,2025-01-12T00:00:00,Plátano de paseo,0
1506,ALER,2025-01-12T00:00:00,PNI (Polen no identificado),0
1507,ALER,2025-01-12T00:00:00,Populus,0
1508,ALER,2025-01-12T00:00:00,Quenopodiáceas/Amarantáceas,0
1509,ALER,2025-01-12T00:00:00,Quercus,0
1510,ALER,2025-01-12T00:00:00,Rumex (Acederas),0
1511,ALER,2025-01-12T00:00:00,Sauces,0
1512,ALER,2025-01-12T00:00:00,Urticaceae (Ortigas),7
1513,ALER,2025-01-13T00:00:00,Abedul,0
1514,ALER,2025-01-13T00:00:00,Aligustre,0
1515,ALER,2025-01-13T00:00:00,Aliso,2
1516,ALER,2025-01-13T00:00:00,Arce,0
1517,ALER,2025-01-13T00:00:00,Artemisia,0
1518,ALER,2025-01-13T00:00:00,Castaño,0
1519,ALER,2025-01-13T00:00:00,Compuestas,0
1520,ALER,2025-01-13T00:00:00,Corylus,0
1521,ALER,2025-01-13T00:00:00,Cupresáceas/Taxáceas,27
1522,ALER,2025-01-13T00:00:00,Ericaceae,0
1523,ALER,2025-01-13T00:00:00,Eucalipto,0
1524,ALER,2025-01-13T00:00:00,Fresno,0
1525,ALER,2025-01-13T00:00:00,Gramíneas,0
1526,ALER,2025-01-13T00:00:00,Moreras,0
1527,ALER,2025-01-13T00:00:00,Olivo,0
1528,ALER,2025-01-13T00:00:00,Olmos,0
1529,ALER,2025-01-13T00:00:00,Otros,0
1530,ALER,2025-01-13T00:00:00,Pinos,0
1531,ALER,2025-01-13T00:00:00,Plantago,0
1532,ALER,2025-01-13T00:00:00,Plátano de paseo,0
1533,ALER,2025-01-13T00:00:00,PNI (Polen no identificado),0
1534,ALER,2025-01-13T00:00:00,Populus,0
1535,ALER,2025-01-13T00:00:00,Quenopodiáceas/Amarantáceas,0
1536,ALER,2025-01-13T00:00:00,Quercus,0
1537,ALER,2025-01-13T00:00:00,Rumex (Acederas),0
1538,ALER,2025-01-13T00:00:00,Sauces,0
1539,ALER,2025-01-13T00:00:00,Urticaceae (Ortigas),0
1540,ALER,2025-01-14T00:00:00,Abedul,0
1541,ALER,2025-01-14T00:00:00,Aligustre,0
1542,ALER,2025-01-14T00:00:00,Aliso,0
1543,ALER,2025-01-14T00:00:00,Arce,0
1544,ALER,2025-01-14T00:00:00,Artemisia,0
1545,ALER,2025-01-14T00:00:00,Castaño,0
1546,ALER,2025-01-14T00:00:00,Compuestas,0
1547,ALER,2025-01-14T00:00:00,Corylus,0
1548,ALER,2025-01-14T00:00:00,Cupresáceas/Taxáceas,6
1549,ALER,2025-01-14T00:00:00,Ericaceae,0
1550,ALER,2025-01-14T00:00:00,Eucalipto,0
1551,ALER,2025-01-14T00:00:00,Fresno,0
1552,ALER,2025-01-14T00:00:00,Gramíneas,0
1553,ALER,2025-01-14T00:00:00,Moreras,0
1554,ALER,2025-01-14T00:00:00,Olivo,0
1555,ALER,2025-01-14T00:00:00,Olmos,0
1556,ALER,2025-01-14T00:00:00,Otros,0
1557,ALER,2025-01-14T00:00:00,Pinos,0
1558,ALER,2025-01-14T00:00:00,Plantago,0
1559,ALER,2025-01-14T00:00:00,Plátano de paseo,0
1560,ALER,2025-01-14T00:00:00,PNI (Polen no identificado),0
1561,ALER,2025-01-14T00:00:00,Populus,0
1562,ALER,2025-01-14T00:00:00,Quenopodiáceas/Amarantáceas,0
1563,ALER,2025-01-14T00:00:00,Quercus,0
1564,ALER,2025-01-14T00:00:00,Rumex (Acederas),0
1565,ALER,2025-01-14T00:00:00,Sauces,0
1566,ALER,2025-01-14T00:00:00,Urticaceae (Ortigas),0
1567,ALER,2025-01-15T00:00:00,Abedul,0
1568,ALER,2025-01-15T00:00:00,Aligustre,0
1569,ALER,2025-01-15T00:00:00,Aliso,1
1570,ALER,2025-01-15T00:00:00,Arce,0
1571,ALER,2025-01-15T00:00:00,Artemisia,0
1572,ALER,2025-01-15T00:00:00,Castaño,0
1573,ALER,2025-01-15T00:00:00,Compuestas,0
1574,ALER,2025-01-15T00:00:00,Corylus,0
1575,ALER,2025-01-15T00:00:00,Cupresáceas/Taxáceas,0
1576,ALER,2025-01-15T00:00:00,Ericaceae,0
1577,ALER,2025-01-15T00:00:00,Eucalipto,0
1578,ALER,2025-01-15T00:00:00,Fresno,1
1579,ALER,2025-01-15T00:00:00,Gramíneas,1
1580,ALER,2025-01-15T00:00:00,Moreras,0
1581,ALER,2025-01-15T00:00:00,Olivo,0
1582,ALER,2025-01-15T00:00:00,Olmos,0
1583,ALER,2025-01-15T00:00:00,Otros,0
1584,ALER,2025-01-15T00:00:00,Pinos,0
1585,ALER,2025-01-15T00:00:00,Plantago,0
1586,ALER,2025-01-15T00:00:00,Plátano de paseo,0
1587,ALER,2025-01-15T00:00:00,PNI (Polen no identificado),0
1588,ALER,2025-01-15T00:00:00,Populus,0
1589,ALER,2025-01-15T00:00:00,Quenopodiáceas/Amarantáceas,0
1590,ALER,2025-01-15T00:00:00,Quercus,0
1591,ALER,2025-01-15T00:00:00,Rumex (Acederas),0
1592,ALER,2025-01-15T00:00:00,Sauces,0
1593,ALER,2025-01-15T00:00:00,Urticaceae (Ortigas),0
1594,ALER,2025-01-16T00:00:00,Abedul,0
1595,ALER,2025-01-16T00:00:00,Aligustre,0
1596,ALER,2025-01-16T00:00:00,Aliso,1
1597,ALER,2025-01-16T00:00:00,Arce,0
1598,ALER,2025-01-16T00:00:00,Artemisia,0
1599,ALER,2025-01-16T00:00:00,Castaño,0
1600,ALER,2025-01-16T00:00:00,Compuestas,0
1601,ALER,2025-01-16T00:00:00,Corylus,0
1602,ALER,2025-01-16T00:00:00,Cupresáceas/Taxáceas,7
1603,ALER,2025-01-16T00:00:00,Ericaceae,0
1604,ALER,2025-01-16T00:00:00,Eucalipto,0
1605,ALER,2025-01-16T00:00:00,Fresno,1
1606,ALER,2025-01-16T00:00:00,Gramíneas,0
1607,ALER,2025-01-16T00:00:00,Moreras,0
1608,ALER,2025-01-16T00:00:00,Olivo,0
1609,ALER,2025-01-16T00:00:00,Olmos,0
1610,ALER,2025-01-16T00:00:00,Otros,0
1611,ALER,2025-01-16T00:00:00,Pinos,1
1612,ALER,2025-01-16T00:00:00,Plantago,0
1613,ALER,2025-01-16T00:00:00,Plátano de paseo,0
1614,ALER,2025-01-16T00:00:00,PNI (Polen no identificado),0
1615,ALER,2025-01-16T00:00:00,Populus,1
1616,ALER,2025-01-16T00:00:00,Quenopodiáceas/Amarantáceas,0
1617,ALER,2025-01-16T00:00:00,Quercus,2
1618,ALER,2025-01-16T00:00:00,Rumex (Acederas),0
1619,ALER,2025-01-16T00:00:00,Sauces,0
1620,ALER,2025-01-16T00:00:00,Urticaceae (Ortigas),0
1621,ALER,2025-01-17T00:00:00,Abedul,0
1622,ALER,2025-01-17T00:00:00,Aligustre,0
1623,ALER,2025-01-17T00:00:00,Aliso,2
1624,ALER,2025-01-17T00:00:00,Arce,0
1625,ALER,2025-01-17T00:00:00,Artemisia,0
1626,ALER,2025-01-17T00:00:00,Castaño,0
1627,ALER,2025-01-17T00:00:00,Compuestas,0
1628,ALER,2025-01-17T00:00:00,Corylus,0
1629,ALER,2025-01-17T00:00:00,Cupresáceas/Taxáceas,2
1630,ALER,2025-01-17T00:00:00,Ericaceae,0
1631,ALER,2025-01-17T00:00:00,Eucalipto,0
1632,ALER,2025-01-17T00:00:00,Fresno,0
1633,ALER,2025-01-17T00:00:00,Gramíneas,0
1634,ALER,2025-01-17T00:00:00,Moreras,0
1635,ALER,2025-01-17T00:00:00,Olivo,0
1636,ALER,2025-01-17T00:00:00,Olmos,0
1637,ALER,2025-01-17T00:00:00,Otros,0
1638,ALER,2025-01-17T00:00:00,Pinos,0
1639,ALER,2025-01-17T00:00:00,Plantago,0
1640,ALER,2025-01-17T00:00:00,Plátano de paseo,0
1641,ALER,2025-01-17T00:00:00,PNI (Polen no identificado),0
1642,ALER,2025-01-17T00:00:00,Populus,0
1643,ALER,2025-01-17T00:00:00,Quenopodiáceas/Amarantáceas,0
1644,ALER,2025-01-17T00:00:00,Quercus,0
1645,ALER,2025-01-17T00:00:00,Rumex (Acederas),0
1646,ALER,2025-01-17T00:00:00,Sauces,0
1647,ALER,2025-01-17T00:00:00,Urticaceae (Ortigas),0
1648,ALER,2025-01-18T00:00:00,Abedul,0
1649,ALER,2025-01-18T00:00:00,Aligustre,0
1650,ALER,2025-01-18T00:00:00,Aliso,2
1651,ALER,2025-01-18T00:00:00,Arce,0
1652,ALER,2025-01-18T00:00:00,Artemisia,0
1653,ALER,2025-01-18T00:00:00,Castaño,0
1654,ALER,2025-01-18T00:00:00,Compuestas,0
1655,ALER,2025-01-18T00:00:00,Corylus,0
1656,ALER,2025-01-18T00:00:00,Cupresáceas/Taxáceas,1
1657,ALER,2025-01-18T00:00:00,Ericaceae,0
1658,ALER,2025-01-18T00:00:00,Eucalipto,0
1659,ALER,2025-01-18T00:00:00,Fresno,2
1660,ALER,2025-01-18T00:00:00,Gramíneas,0
1661,ALER,2025-01-18T00:00:00,Moreras,0
1662,ALER,2025-01-18T00:00:00,Olivo,0
1663,ALER,2025-01-18T00:00:00,Olmos,0
1664,ALER,2025-01-18T00:00:00,Otros,0
1665,ALER,2025-01-18T00:00:00,Pinos,0
1666,ALER,2025-01-18T00:00:00,Plantago,0
1667,ALER,2025-01-18T00:00:00,Plátano de paseo,0
1668,ALER,2025-01-18T00:00:00,PNI (Polen no identificado),0
1669,ALER,2025-01-18T00:00:00,Populus,0
1670,ALER,2025-01-18T00:00:00,Quenopodiáceas/Amarantáceas,0
1671,ALER,2025-01-18T00:00:00,Quercus,0
1672,ALER,2025-01-18T00:00:00,Rumex (Acederas),0
1673,ALER,2025-01-18T00:00:00,Sauces,0
1674,ALER,2025-01-18T00:00:00,Urticaceae (Ortigas),0
1675,ALER,2025-01-19T00:00:00,Abedul,0
1676,ALER,2025-01-19T00:00:00,Aligustre,0
1677,ALER,2025-01-19T00:00:00,Aliso,0
1678,ALER,2025-01-19T00:00:00,Arce,0
1679,ALER,2025-01-19T00:00:00,Artemisia,0
1680,ALER,2025-01-19T00:00:00,Castaño,0
1681,ALER,2025-01-19T00:00:00,Compuestas,0
1682,ALER,2025-01-19T00:00:00,Corylus,0
1683,ALER,2025-01-19T00:00:00,Cupresáceas/Taxáceas,0
1684,ALER,2025-01-19T00:00:00,Ericaceae,0
1685,ALER,2025-01-19T00:00:00,Eucalipto,0
1686,ALER,2025-01-19T00:00:00,Fresno,0
1687,ALER,2025-01-19T00:00:00,Gramíneas,0
1688,ALER,2025-01-19T00:00:00,Moreras,0
1689,ALER,2025-01-19T00:00:00,Olivo,0
1690,ALER,2025-01-19T00:00:00,Olmos,0
1691,ALER,2025-01-19T00:00:00,Otros,0
1692,ALER,2025-01-19T00:00:00,Pinos,0
1693,ALER,2025-01-19T00:00:00,Plantago,0
1694,ALER,2025-01-19T00:00:00,Plátano de paseo,0
1695,ALER,2025-01-19T00:00:00,PNI (Polen no identificado),0
1696,ALER,2025-01-19T00:00:00,Populus,0
1697,ALER,2025-01-19T00:00:00,Quenopodiáceas/Amarantáceas,0
1698,ALER,2025-01-19T00:00:00,Quercus,0
1699,ALER,2025-01-19T00:00:00,Rumex (Acederas),0
1700,ALER,2025-01-19T00:00:00,Sauces,0
1701,ALER,2025-01-19T00:00:00,Urticaceae (Ortigas),0
1702,ALER,2025-01-20T00:00:00,Abedul,0
1703,ALER,2025-01-20T00:00:00,Aligustre,0
1704,ALER,2025-01-20T00:00:00,Aliso,0
1705,ALER,2025-01-20T00:00:00,Arce,0
1706,ALER,2025-01-20T00:00:00,Artemisia,0
1707,ALER,2025-01-20T00:00:00,Castaño,0
1708,ALER,2025-01-20T00:00:00,Compuestas,0
1709,ALER,2025-01-20T00:00:00,Corylus,0
1710,ALER,2025-01-20T00:00:00,Cupresáceas/Taxáceas,2
1711,ALER,2025-01-20T00:00:00,Ericaceae,0
1712,ALER,2025-01-20T00:00:00,Eucalipto,0
1713,ALER,2025-01-20T00:00:00,Fresno,0
1714,ALER,2025-01-20T00:00:00,Gramíneas,0
1715,ALER,2025-01-20T00:00:00,Moreras,0
1716,ALER,2025-01-20T00:00:00,Olivo,0
1717,ALER,2025-01-20T00:00:00,Olmos,0
1718,ALER,2025-01-20T00:00:00,Otros,0
1719,ALER,2025-01-20T00:00:00,Pinos,0
1720,ALER,2025-01-20T00:00:00,Plantago,0
1721,ALER,2025-01-20T00:00:00,Plátano de paseo,0
1722,ALER,2025-01-20T00:00:00,PNI (Polen no identificado),0
1723,ALER,2025-01-20T00:00:00,Populus,0
1724,ALER,2025-01-20T00:00:00,Quenopodiáceas/Amarantáceas,0
1725,ALER,2025-01-20T00:00:00,Quercus,0
1726,ALER,2025-01-20T00:00:00,Rumex (Acederas),0
1727,ALER,2025-01-20T00:00:00,Sauces,0
1728,ALER,2025-01-20T00:00:00,Urticaceae (Ortigas),0
1729,ALER,2025-01-21T00:00:00,Abedul,0
1730,ALER,2025-01-21T00:00:00,Aligustre,0
