identificador,captador,fecha_lectura,tipo_polinico,granos_de_polen_x_metro_cubico
2982,COSL,2025-01-01T00:00:00,Fresno,0
2983,COSL,2025-01-01T00:00:00,Gramíneas,0
2984,COSL,2025-01-01T00:00:00,Moreras,0
2985,COSL,2025-01-01T00:00:00,Olivo,0
2986,COSL,2025-01-01T00:00:00,Olmos,0
2987,COSL,2025-01-01T00:00:00,Otros,0
2988,COSL,2025-01-01T00:00:00,Pinos,0
2989,COSL,2025-01-01T00:00:00,Plantago,0
2990,COSL,2025-01-01T00:00:00,Plátano de paseo,0
2991,COSL,2025-01-01T00:00:00,PNI (Polen no identificado),1
2992,COSL,2025-01-01T00:00:00,Populus,0
2993,COSL,2025-01-01T00:00:00,Quenopodiáceas/Amarantáceas,0
2994,COSL,2025-01-01T00:00:00,Quercus,0
2995,COSL,2025-01-01T00:00:00,Rumex (Acederas),0
2996,COSL,2025-01-01T00:00:00,Sauces,0
2997,COSL,2025-01-01T00:00:00,Urticaceae (Ortigas),1
2998,COSL,2025-01-02T00:00:00,Abedul,0
2999,COSL,2025-01-02T00:00:00,Aligustre,0
3000,COSL,2025-01-02T00:00:00,Aliso,0
3001,COSL,2025-01-02T00:00:00,Arce,0
3002,COSL,2025-01-02T00:00:00,Artemisia,0
3003,COSL,2025-01-02T00:00:00,Castaño,0
3004,COSL,2025-01-02T00:00:00,Compuestas,0
3005,COSL,2025-01-02T00:00:00,Corylus,0
3006,COSL,2025-01-02T00:00:00,Cupresáceas/Taxáceas,11
3007,COSL,2025-01-02T00:00:00,Ericaceae,0
3008,COSL,2025-01-02T00:00:00,Eucalipto,0
3009,COSL,2025-01-02T00:00:00,Fresno,1
3010,COSL,2025-01-02T00:00:00,Gramíneas,1
3011,COSL,2025-01-02T00:00:00,Moreras,0
3012,COSL,2025-01-02T00:00:00,Olivo,0
3013,COSL,2025-01-02T00:00:00,Olmos,0
3014,COSL,2025-01-02T00:00:00,Otros,0
3015,COSL,2025-01-02T00:00:00,Pinos,0
3016,COSL,2025-01-02T00:00:00,Plantago,0
3017,COSL,2025-01-02T00:00:00,Plátano de paseo,0
3018,COSL,2025-01-02T00:00:00,PNI (Polen no identificado),1
3019,COSL,2025-01-02T00:00:00,Populus,0
3020,COSL,2025-01-02T00:00:00,Quenopodiáceas/Amarantáceas,0
3021,COSL,2025-01-02T00:00:00,Quercus,0
3022,COSL,2025-01-02T00:00:00,Rumex (Acederas),0
3023,COSL,2025-01-02T00:00:00,Sauces,0
3024,COSL,2025-01-02T00:00:00,Urticaceae (Ortigas),0
3025,COSL,2025-01-03T00:00:00,Abedul,0
3026,COSL,2025-01-03T00:00:00,Aligustre,0
3027,COSL,2025-01-03T00:00:00,Aliso,0
3028,COSL,2025-01-03T00:00:00,Arce,0
3029,COSL,2025-01-03T00:00:00,Artemisia,0
3030,COSL,2025-01-03T00:00:00,Castaño,0
3031,COSL,2025-01-03T00:00:00,Compuestas,0
3032,COSL,2025-01-03T00:00:00,Corylus,0
3033,COSL,2025-01-03T00:00:00,Cupresáceas/Taxáceas,23
3034,COSL,2025-01-03T00:00:00,Ericaceae,0
3035,COSL,2025-01-03T00:00:00,Eucalipto,0
3036,COSL,2025-01-03T00:00:00,Fresno,3
3037,COSL,2025-01-03T00:00:00,Gramíneas,1
3038,COSL,2025-01-03T00:00:00,Moreras,0
3039,COSL,2025-01-03T00:00:00,Olivo,0
3040,COSL,2025-01-03T00:00:00,Olmos,0
3041,COSL,2025-01-03T00:00:00,Otros,0
3042,COSL,2025-01-03T00:00:00,Pinos,0
3043,COSL,2025-01-03T00:00:00,Plantago,0
3044,COSL,2025-01-03T00:00:00,Plátano de paseo,0
3045,COSL,2025-01-03T00:00:00,PNI (Polen no identificado),1
3046,COSL,2025-01-03T00:00:00,Populus,0
3047,COSL,2025-01-03T00:00:00,Quenopodiáceas/Amarantáceas,0
3048,COSL,2025-01-03T00:00:00,Quercus,1
3049,COSL,2025-01-03T00:00:00,Rumex (Acederas),0
3050,COSL,2025-01-03T00:00:00,Sauces,0
3051,COSL,2025-01-03T00:00:00,Urticaceae (Ortigas),2
3052,COSL,2025-01-04T00:00:00,Abedul,0
3053,COSL,2025-01-04T00:00:00,Aligustre,0
3054,COSL,2025-01-04T00:00:00,Aliso,0
3055,COSL,2025-01-04T00:00:00,Arce,0
3056,COSL,2025-01-04T00:00:00,Artemisia,0
3057,COSL,2025-01-04T00:00:00,Castaño,0
3058,COSL,2025-01-04T00:00:00,Compuestas,0
3059,COSL,2025-01-04T00:00:00,Corylus,0
3060,COSL,2025-01-04T00:00:00,Cupresáceas/Taxáceas,5
3061,COSL,2025-01-04T00:00:00,Ericaceae,0
3062,COSL,2025-01-04T00:00:00,Eucalipto,0
3063,COSL,2025-01-04T00:00:00,Fresno,0
3064,COSL,2025-01-04T00:00:00,Gramíneas,0
3065,COSL,2025-01-04T00:00:00,Moreras,0
3066,COSL,2025-01-04T00:00:00,Olivo,0
3067,COSL,2025-01-04T00:00:00,Olmos,0
3068,COSL,2025-01-04T00:00:00,Otros,0
3069,COSL,2025-01-04T00:00:00,Pinos,0
3070,COSL,2025-01-04T00:00:00,Plantago,0
3071,COSL,2025-01-04T00:00:00,Plátano de paseo,0
3072,COSL,2025-01-04T00:00:00,PNI (Polen no identificado),1
3073,COSL,2025-01-04T00:00:00,Populus,0
3074,COSL,2025-01-04T00:00:00,Quenopodiáceas/Amarantáceas,0
3075,COSL,2025-01-04T00:00:00,Quercus,1
3076,COSL,2025-01-04T00:00:00,Rumex (Acederas),0
3077,COSL,2025-01-04T00:00:00,Sauces,0
3078,COSL,2025-01-04T00:00:00,Urticaceae (Ortigas),1
3079,COSL,2025-01-05T00:00:00,Abedul,0
3080,COSL,2025-01-05T00:00:00,Aligustre,0
3081,COSL,2025-01-05T00:00:00,Aliso,0
3082,COSL,2025-01-05T00:00:00,Arce,0
3083,COSL,2025-01-05T00:00:00,Artemisia,0
3084,COSL,2025-01-05T00:00:00,Castaño,0
3085,COSL,2025-01-05T00:00:00,Compuestas,0
3086,COSL,2025-01-05T00:00:00,Corylus,0
3087,COSL,2025-01-05T00:00:00,Cupresáceas/Taxáceas,9
3088,COSL,2025-01-05T00:00:00,Ericaceae,0
3089,COSL,2025-01-05T00:00:00,Eucalipto,0
3090,COSL,2025-01-05T00:00:00,Fresno,2
3091,COSL,2025-01-05T00:00:00,Gramíneas,1
3092,COSL,2025-01-05T00:00:00,Moreras,0
3093,COSL,2025-01-05T00:00:00,Olivo,0
3094,COSL,2025-01-05T00:00:00,Olmos,0
3095,COSL,2025-01-05T00:00:00,Otros,0
3096,COSL,2025-01-05T00:00:00,Pinos,0
3097,COSL,2025-01-05T00:00:00,Plantago,0
3098,COSL,2025-01-05T00:00:00,Plátano de paseo,0
3099,COSL,2025-01-05T00:00:00,PNI (Polen no identificado),1
3100,COSL,2025-01-05T00:00:00,Populus,0
3101,COSL,2025-01-05T00:00:00,Quenopodiáceas/Amarantáceas,0
3102,COSL,2025-01-05T00:00:00,Quercus,3
3103,COSL,2025-01-05T00:00:00,Rumex (Acederas),0
3104,COSL,2025-01-05T00:00:00,Sauces,0
3105,COSL,2025-01-05T00:00:00,Urticaceae (Ortigas),7
3106,COSL,2025-01-06T00:00:00,Abedul,0
3107,COSL,2025-01-06T00:00:00,Aligustre,0
3108,COSL,2025-01-06T00:00:00,Aliso,0
3109,COSL,2025-01-06T00:00:00,Arce,0
3110,COSL,2025-01-06T00:00:00,Artemisia,0
3111,COSL,2025-01-06T00:00:00,Castaño,0
3112,COSL,2025-01-06T00:00:00,Compuestas,0
3113,COSL,2025-01-06T00:00:00,Corylus,0
3114,COSL,2025-01-06T00:00:00,Cupresáceas/Taxáceas,9
3115,COSL,2025-01-06T00:00:00,Ericaceae,0
3116,COSL,2025-01-06T00:00:00,Eucalipto,0
3117,COSL,2025-01-06T00:00:00,Fresno,5
3118,COSL,2025-01-06T00:00:00,Gramíneas,0
3119,COSL,2025-01-06T00:00:00,Moreras,0
3120,COSL,2025-01-06T00:00:00,Olivo,0
3121,COSL,2025-01-06T00:00:00,Olmos,0
3122,COSL,2025-01-06T00:00:00,Otros,0
3123,COSL,2025-01-06T00:00:00,Pinos,1
3124,COSL,2025-01-06T00:00:00,Plantago,0
3125,COSL,2025-01-06T00:00:00,Plátano de paseo,0
3126,COSL,2025-01-06T00:00:00,PNI (Polen no identificado),3
3127,COSL,2025-01-06T00:00:00,Populus,0
3128,COSL,2025-01-06T00:00:00,Quenopodiáceas/Amarantáceas,0
3129,COSL,2025-01-06T00:00:00,Quercus,0
3130,COSL,2025-01-06T00:00:00,Rumex (Acederas),0
3131,COSL,2025-01-06T00:00:00,Sauces,0
3132,COSL,2025-01-06T00:00:00,Urticaceae (Ortigas),2
3133,COSL,2025-01-07T00:00:00,Abedul,0
3134,COSL,2025-01-07T00:00:00,Aligustre,0
3135,COSL,2025-01-07T00:00:00,Aliso,1
3136,COSL,2025-01-07T00:00:00,Arce,0
3137,COSL,2025-01-07T00:00:00,Artemisia,0
3138,COSL,2025-01-07T00:00:00,Castaño,0
3139,COSL,2025-01-07T00:00:00,Compuestas,0
3140,COSL,2025-01-07T00:00:00,Corylus,0
3141,COSL,2025-01-07T00:00:00,Cupresáceas/Taxáceas,5
3142,COSL,2025-01-07T00:00:00,Ericaceae,0
3143,COSL,2025-01-07T00:00:00,Eucalipto,0
3144,COSL,2025-01-07T00:00:00,Fresno,3
3145,COSL,2025-01-07T00:00:00,Gramíneas,0
3146,COSL,2025-01-07T00:00:00,Moreras,0
3147,COSL,2025-01-07T00:00:00,Olivo,0
3148,COSL,2025-01-07T00:00:00,Olmos,0
3149,COSL,2025-01-07T00:00:00,Otros,0
3150,COSL,2025-01-07T00:00:00,Pinos,0
3151,COSL,2025-01-07T00:00:00,Plantago,0
3152,COSL,2025-01-07T00:00:00,Plátano de paseo,0
3153,COSL,2025-01-07T00:00:00,PNI (Polen no identificado),1
3154,COSL,2025-01-07T00:00:00,Populus,0
3155,COSL,2025-01-07T00:00:00,Quenopodiáceas/Amarantáceas,0
3156,COSL,2025-01-07T00:00:00,Quercus,1
3157,COSL,2025-01-07T00:00:00,Rumex (Acederas),0
3158,COSL,2025-01-07T00:00:00,Sauces,0
3159,COSL,2025-01-07T00:00:00,Urticaceae (Ortigas),2
3160,COSL,2025-01-08T00:00:00,Abedul,0
3161,COSL,2025-01-08T00:00:00,Aligustre,0
3162,COSL,2025-01-08T00:00:00,Aliso,0
3163,COSL,2025-01-08T00:00:00,Arce,0
3164,COSL,2025-01-08T00:00:00,Artemisia,0
3165,COSL,2025-01-08T00:00:00,Castaño,0
3166,COSL,2025-01-08T00:00:00,Compuestas,0
3167,COSL,2025-01-08T00:00:00,Corylus,0
3168,COSL,2025-01-08T00:00:00,Cupresáceas/Taxáceas,1
3169,COSL,2025-01-08T00:00:00,Ericaceae,0
3170,COSL,2025-01-08T00:00:00,Eucalipto,0
3171,COSL,2025-01-08T00:00:00,Fresno,0
3172,COSL,2025-01-08T00:00:00,Gramíneas,1
3173,COSL,2025-01-08T00:00:00,Moreras,0
3174,COSL,2025-01-08T00:00:00,Olivo,0
3175,COSL,2025-01-08T00:00:00,Olmos,0
3176,COSL,2025-01-08T00:00:00,Otros,0
3177,COSL,2025-01-08T00:00:00,Pinos,0
3178,COSL,2025-01-08T00:00:00,Plantago,0
3179,COSL,2025-01-08T00:00:00,Plátano de paseo,0
3180,COSL,2025-01-08T00:00:00,PNI (Polen no identificado),1
3181,COSL,2025-01-08T00:00:00,Populus,0
3182,COSL,2025-01-08T00:00:00,Quenopodiáceas/Amarantáceas,0
3183,COSL,2025-01-08T00:00:00,Quercus,1
3184,COSL,2025-01-08T00:00:00,Rumex (Acederas),0
3185,COSL,2025-01-08T00:00:00,Sauces,0
3186,COSL,2025-01-08T00:00:00,Urticaceae (Ortigas),5
3187,COSL,2025-01-09T00:00:00,Abedul,0
3188,COSL,2025-01-09T00:00:00,Aligustre,0
3189,COSL,2025-01-09T00:00:00,Aliso,1
3190,COSL,2025-01-09T00:00:00,Arce,0
3191,COSL,2025-01-09T00:00:00,Artemisia,0
3192,COSL,2025-01-09T00:00:00,Castaño,0
3193,COSL,2025-01-09T00:00:00,Compuestas,0
3194,COSL,2025-01-09T00:00:00,Corylus,0
3195,COSL,2025-01-09T00:00:00,Cupresáceas/Taxáceas,70
3196,COSL,2025-01-09T00:00:00,Ericaceae,0
3197,COSL,2025-01-09T00:00:00,Eucalipto,0
3198,COSL,2025-01-09T00:00:00,Fresno,1
3199,COSL,2025-01-09T00:00:00,Gramíneas,1
3200,COSL,2025-01-09T00:00:00,Moreras,0
3201,COSL,2025-01-09T00:00:00,Olivo,0
3202,COSL,2025-01-09T00:00:00,Olmos,0
3203,COSL,2025-01-09T00:00:00,Otros,0
3204,COSL,2025-01-09T00:00:00,Pinos,0
3205,COSL,2025-01-09T00:00:00,Plantago,0
3206,COSL,2025-01-09T00:00:00,Plátano de paseo,0
3207,COSL,2025-01-09T00:00:00,PNI (Polen no identificado),1
3208,COSL,2025-01-09T00:00:00,Populus,0
3209,COSL,2025-01-09T00:00:00,Quenopodiáceas/Amarantáceas,0
3210,COSL,2025-01-09T00:00:00,Quercus,0
3211,COSL,2025-01-09T00:00:00,Rumex (Acederas),0
3212,COSL,2025-01-09T00:00:00,Sauces,0
3213,COSL,2025-01-09T00:00:00,Urticaceae (Ortigas),5
3214,COSL,2025-01-10T00:00:00,Abedul,0
3215,COSL,2025-01-10T00:00:00,Aligustre,0
3216,COSL,2025-01-10T00:00:00,Aliso,1
3217,COSL,2025-01-10T00:00:00,Arce,0
3218,COSL,2025-01-10T00:00:00,Artemisia,0
3219,COSL,2025-01-10T00:00:00,Castaño,0
3220,COSL,2025-01-10T00:00:00,Compuestas,0
3221,COSL,2025-01-10T00:00:00,Corylus,0
3222,COSL,2025-01-10T00:00:00,Cupresáceas/Taxáceas,853
3223,COSL,2025-01-10T00:00:00,Ericaceae,0
3224,COSL,2025-01-10T00:00:00,Eucalipto,0
3225,COSL,2025-01-10T00:00:00,Fresno,13
3226,COSL,2025-01-10T00:00:00,Gramíneas,2
3227,COSL,2025-01-10T00:00:00,Moreras,0
3228,COSL,2025-01-10T00:00:00,Olivo,0
3229,COSL,2025-01-10T00:00:00,Olmos,0
3230,COSL,2025-01-10T00:00:00,Otros,0
3231,COSL,2025-01-10T00:00:00,Pinos,0
3232,COSL,2025-01-10T00:00:00,Plantago,0
3233,COSL,2025-01-10T00:00:00,Plátano de paseo,0
3234,COSL,2025-01-10T00:00:00,PNI (Polen no identificado),1
3235,COSL,2025-01-10T00:00:00,Populus,0
3236,COSL,2025-01-10T00:00:00,Quenopodiáceas/Amarantáceas,0
3237,COSL,2025-01-10T00:00:00,Quercus,0
3238,COSL,2025-01-10T00:00:00,Rumex (Acederas),0
3239,COSL,2025-01-10T00:00:00,Sauces,0
3240,COSL,2025-01-10T00:00:00,Urticaceae (Ortigas),13
3241,COSL,2025-01-11T00:00:00,Abedul,0
3242,COSL,2025-01-11T00:00:00,Aligustre,0
3243,COSL,2025-01-11T00:00:00,Aliso,6
3244,COSL,2025-01-11T00:00:00,Arce,0
3245,COSL,2025-01-11T00:00:00,Artemisia,0
3246,COSL,2025-01-11T00:00:00,Castaño,0
3247,COSL,2025-01-11T00:00:00,Compuestas,0
3248,COSL,2025-01-11T00:00:00,Corylus,0
3249,COSL,2025-01-11T00:00:00,Cupresáceas/Taxáceas,205
3250,COSL,2025-01-11T00:00:00,Ericaceae,0
3251,COSL,2025-01-11T00:00:00,Eucalipto,0
3252,COSL,2025-01-11T00:00:00,Fresno,17
3253,COSL,2025-01-11T00:00:00,Gramíneas,1
3254,COSL,2025-01-11T00:00:00,Moreras,0
3255,COSL,2025-01-11T00:00:00,Olivo,0
3256,COSL,2025-01-11T00:00:00,Olmos,0
3257,COSL,2025-01-11T00:00:00,Otros,0
3258,COSL,2025-01-11T00:00:00,Pinos,0
3259,COSL,2025-01-11T00:00:00,Plantago,0
3260,COSL,2025-01-11T00:00:00,Plátano de paseo,0
3261,COSL,2025-01-11T00:00:00,PNI (Polen no identificado),1
3262,COSL,2025-01-11T00:00:00,Populus,0
3263,COSL,2025-01-11T00:00:00,Quenopodiáceas/Amarantáceas,0
3264,COSL,2025-01-11T00:00:00,Quercus,0
3265,COSL,2025-01-11T00:00:00,Rumex (Acederas),0
3266,COSL,2025-01-11T00:00:00,Sauces,0
3267,COSL,2025-01-11T00:00:00,Urticaceae (Ortigas),15
3268,COSL,2025-01-12T00:00:00,Abedul,0
3269,COSL,2025-01-12T00:00:00,Aligustre,0
3270,COSL,2025-01-12T00:00:00,Aliso,9
3271,COSL,2025-01-12T00:00:00,Arce,0
3272,COSL,2025-01-12T00:00:00,Artemisia,0
3273,COSL,2025-01-12T00:00:00,Castaño,0
3274,COSL,2025-01-12T00:00:00,Compuestas,0
3275,COSL,2025-01-12T00:00:00,Corylus,0
3276,COSL,2025-01-12T00:00:00,Cupresáceas/Taxáceas,238
3277,COSL,2025-01-12T00:00:00,Ericaceae,0
3278,COSL,2025-01-12T00:00:00,Eucalipto,0
3279,COSL,2025-01-12T00:00:00,Fresno,9
3280,COSL,2025-01-12T00:00:00,Gramíneas,1
3281,COSL,2025-01-12T00:00:00,Moreras,0
3282,COSL,2025-01-12T00:00:00,Olivo,0
3283,COSL,2025-01-12T00:00:00,Olmos,0
3284,COSL,2025-01-12T00:00:00,Otros,0
3285,COSL,2025-01-12T00:00:00,Pinos,1
3286,COSL,2025-01-12T00:00:00,Plantago,0
3287,COSL,2025-01-12T00:00:00,Plátano de paseo,0
3288,COSL,2025-01-12T00:00:00,PNI (Polen no identificado),3
3289,COSL,2025-01-12T00:00:00,Populus,0
3290,COSL,2025-01-12T00:00:00,Quenopodiáceas/Amarantáceas,0
3291,COSL,2025-01-12T00:00:00,Quercus,0
3292,COSL,2025-01-12T00:00:00,Rumex (Acederas),0
3293,COSL,2025-01-12T00:00:00,Sauces,0
3294,COSL,2025-01-12T00:00:00,Urticaceae (Ortigas),7
3295,COSL,2025-01-13T00:00:00,Abedul,0
3296,COSL,2025-01-13T00:00:00,Aligustre,0
3297,COSL,2025-01-13T00:00:00,Aliso,5
3298,COSL,2025-01-13T00:00:00,Arce,0
3299,COSL,2025-01-13T00:00:00,Artemisia,0
3300,COSL,2025-01-13T00:00:00,Castaño,0
3301,COSL,2025-01-13T00:00:00,Compuestas,1
3302,COSL,2025-01-13T00:00:00,Corylus,0
3303,COSL,2025-01-13T00:00:00,Cupresáceas/Taxáceas,28
3304,COSL,2025-01-13T00:00:00,Ericaceae,0
3305,COSL,2025-01-13T00:00:00,Eucalipto,0
3306,COSL,2025-01-13T00:00:00,Fresno,5
3307,COSL,2025-01-13T00:00:00,Gramíneas,0
3308,COSL,2025-01-13T00:00:00,Moreras,0
3309,COSL,2025-01-13T00:00:00,Olivo,0
3310,COSL,2025-01-13T00:00:00,Olmos,0
3311,COSL,2025-01-13T00:00:00,Otros,0
3312,COSL,2025-01-13T00:00:00,Pinos,1
3313,COSL,2025-01-13T00:00:00,Plantago,0
3314,COSL,2025-01-13T00:00:00,Plátano de paseo,0
3315,COSL,2025-01-13T00:00:00,PNI (Polen no identificado),2
3316,COSL,2025-01-13T00:00:00,Populus,0
3317,COSL,2025-01-13T00:00:00,Quenopodiáceas/Amarantáceas,0
3318,COSL,2025-01-13T00:00:00,Quercus,0
3319,COSL,2025-01-13T00:00:00,Rumex (Acederas),0
3320,COSL,2025-01-13T00:00:00,Sauces,0
3321,COSL,2025-01-13T00:00:00,Urticaceae (Ortigas),0
3322,COSL,2025-01-14T00:00:00,Abedul,0
3323,COSL,2025-01-14T00:00:00,Aligustre,0
3324,COSL,2025-01-14T00:00:00,Aliso,0
3325,COSL,2025-01-14T00:00:00,Arce,0
3326,COSL,2025-01-14T00:00:00,Artemisia,0
3327,COSL,2025-01-14T00:00:00,Castaño,0
3328,COSL,2025-01-14T00:00:00,Compuestas,0
3329,COSL,2025-01-14T00:00:00,Corylus,0
3330,COSL,2025-01-14T00:00:00,Cupresáceas/Taxáceas,11
3331,COSL,2025-01-14T00:00:00,Ericaceae,0
3332,COSL,2025-01-14T00:00:00,Eucalipto,0
3333,COSL,2025-01-14T00:00:00,Fresno,4
3334,COSL,2025-01-14T00:00:00,Gramíneas,0
3335,COSL,2025-01-14T00:00:00,Moreras,0
3336,COSL,2025-01-14T00:00:00,Olivo,0
3337,COSL,2025-01-14T00:00:00,Olmos,0
3338,COSL,2025-01-14T00:00:00,Otros,0
3339,COSL,2025-01-14T00:00:00,Pinos,0
3340,COSL,2025-01-14T00:00:00,Plantago,0
3341,COSL,2025-01-14T00:00:00,Plátano de paseo,0
3342,COSL,2025-01-14T00:00:00,PNI (Polen no identificado),1
3343,COSL,2025-01-14T00:00:00,Populus,0
3344,COSL,2025-01-14T00:00:00,Quenopodiáceas/Amarantáceas,0
3345,COSL,2025-01-14T00:00:00,Quercus,0
3346,COSL,2025-01-14T00:00:00,Rumex (Acederas),0
3347,COSL,2025-01-14T00:00:00,Sauces,0
3348,COSL,2025-01-14T00:00:00,Urticaceae (Ortigas),5
3349,COSL,2025-01-15T00:00:00,Abedul,0
3350,COSL,2025-01-15T00:00:00,Aligustre,0
3351,COSL,2025-01-15T00:00:00,Aliso,1
3352,COSL,2025-01-15T00:00:00,Arce,0
3353,COSL,2025-01-15T00:00:00,Artemisia,0
3354,COSL,2025-01-15T00:00:00,Castaño,0
3355,COSL,2025-01-15T00:00:00,Compuestas,0
3356,COSL,2025-01-15T00:00:00,Corylus,0
3357,COSL,2025-01-15T00:00:00,Cupresáceas/Taxáceas,9
3358,COSL,2025-01-15T00:00:00,Ericaceae,0
3359,COSL,2025-01-15T00:00:00,Eucalipto,0
3360,COSL,2025-01-15T00:00:00,Fresno,4
3361,COSL,2025-01-15T00:00:00,Gramíneas,1
3362,COSL,2025-01-15T00:00:00,Moreras,0
3363,COSL,2025-01-15T00:00:00,Olivo,0
3364,COSL,2025-01-15T00:00:00,Olmos,0
3365,COSL,2025-01-15T00:00:00,Otros,0
3366,COSL,2025-01-15T00:00:00,Pinos,0
3367,COSL,2025-01-15T00:00:00,Plantago,0
3368,COSL,2025-01-15T00:00:00,Plátano de paseo,0
3369,COSL,2025-01-15T00:00:00,PNI (Polen no identificado),0
3370,COSL,2025-01-15T00:00:00,Populus,0
3371,COSL,2025-01-15T00:00:00,Quenopodiáceas/Amarantáceas,0
3372,COSL,2025-01-15T00:00:00,Quercus,0
3373,COSL,2025-01-15T00:00:00,Rumex (Acederas),0
3374,COSL,2025-01-15T00:00:00,Sauces,0
3375,COSL,2025-01-15T00:00:00,Urticaceae (Ortigas),1
3376,COSL,2025-01-16T00:00:00,Abedul,0
3377,COSL,2025-01-16T00:00:00,Aligustre,0
3378,COSL,2025-01-16T00:00:00,Aliso,1
3379,COSL,2025-01-16T00:00:00,Arce,0
3380,COSL,2025-01-16T00:00:00,Artemisia,0
3381,COSL,2025-01-16T00:00:00,Castaño,0
3382,COSL,2025-01-16T00:00:00,Compuestas,1
3383,COSL,2025-01-16T00:00:00,Corylus,0
3384,COSL,2025-01-16T00:00:00,Cupresáceas/Taxáceas,11
3385,COSL,2025-01-16T00:00:00,Ericaceae,0
3386,COSL,2025-01-16T00:00:00,Eucalipto,0
3387,COSL,2025-01-16T00:00:00,Fresno,5
3388,COSL,2025-01-16T00:00:00,Gramíneas,1
3389,COSL,2025-01-16T00:00:00,Moreras,0
3390,COSL,2025-01-16T00:00:00,Olivo,0
3391,COSL,2025-01-16T00:00:00,Olmos,0
3392,COSL,2025-01-16T00:00:00,Otros,0
3393,COSL,2025-01-16T00:00:00,Pinos,0
3394,COSL,2025-01-16T00:00:00,Plantago,0
3395,COSL,2025-01-16T00:00:00,Plátano de paseo,0
3396,COSL,2025-01-16T00:00:00,PNI (Polen no identificado),1
3397,COSL,2025-01-16T00:00:00,Populus,0
3398,COSL,2025-01-16T00:00:00,Quenopodiáceas/Amarantáceas,0
3399,COSL,2025-01-16T00:00:00,Quercus,0
3400,COSL,2025-01-16T00:00:00,Rumex (Acederas),0
3401,COSL,2025-01-16T00:00:00,Sauces,0
3402,COSL,2025-01-16T00:00:00,Urticaceae (Ortigas),1
3403,COSL,2025-01-17T00:00:00,Abedul,0
3404,COSL,2025-01-17T00:00:00,Aligustre,0
3405,COSL,2025-01-17T00:00:00,Aliso,1
3406,COSL,2025-01-17T00:00:00,Arce,0
3407,COSL,2025-01-17T00:00:00,Artemisia,0
3408,COSL,2025-01-17T00:00:00,Castaño,0
3409,COSL,2025-01-17T00:00:00,Compuestas,0
3410,COSL,2025-01-17T00:00:00,Corylus,0
3411,COSL,2025-01-17T00:00:00,Cupresáceas/Taxáceas,4
3412,COSL,2025-01-17T00:00:00,Ericaceae,0
3413,COSL,2025-01-17T00:00:00,Eucalipto,0
3414,COSL,2025-01-17T00:00:00,Fresno,2
3415,COSL,2025-01-17T00:00:00,Gramíneas,0
3416,COSL,2025-01-17T00:00:00,Moreras,0
3417,COSL,2025-01-17T00:00:00,Olivo,0
3418,COSL,2025-01-17T00:00:00,Olmos,0
3419,COSL,2025-01-17T00:00:00,Otros,0
3420,COSL,2025-01-17T00:00:00,Pinos,1
3421,COSL,2025-01-17T00:00:00,Plantago,0
3422,COSL,2025-01-17T00:00:00,Plátano de paseo,0
3423,COSL,2025-01-17T00:00:00,PNI (Polen no identificado),1
3424,COSL,2025-01-17T00:00:00,Populus,0
3425,COSL,2025-01-17T00:00:00,Quenopodiáceas/Amarantáceas,0
3426,COSL,2025-01-17T00:00:00,Quercus,0
3427,COSL,2025-01-17T00:00:00,Rumex (Acederas),0
3428,COSL,2025-01-17T00:00:00,Sauces,0
3429,COSL,2025-01-17T00:00:00,Urticaceae (Ortigas),0
3430,COSL,2025-01-18T00:00:00,Abedul,0
3431,COSL,2025-01-18T00:00:00,Aligustre,0
3432,COSL,2025-01-18T00:00:00,Aliso,1
3433,COSL,2025-01-18T00:00:00,Arce,0
3434,COSL,2025-01-18T00:00:00,Artemisia,0
3435,COSL,2025-01-18T00:00:00,Castaño,0
3436,COSL,2025-01-18T00:00:00,Compuestas,0
3437,COSL,2025-01-18T00:00:00,Corylus,0
3438,COSL,2025-01-18T00:00:00,Cupresáceas/Taxáceas,2
3439,COSL,2025-01-18T00:00:00,Ericaceae,0
3440,COSL,2025-01-18T00:00:00,Eucalipto,0
3441,COSL,2025-01-18T00:00:00,Fresno,0
3442,COSL,2025-01-18T00:00:00,Gramíneas,0
3443,COSL,2025-01-18T00:00:00,Moreras,0
3444,COSL,2025-01-18T00:00:00,Olivo,0
3445,COSL,2025-01-18T00:00:00,Olmos,0
3446,COSL,2025-01-18T00:00:00,Otros,0
3447,COSL,2025-01-18T00:00:00,Pinos,0
3448,COSL,2025-01-18T00:00:00,Plantago,0
3449,COSL,2025-01-18T00:00:00,Plátano de paseo,0
3450,COSL,2025-01-18T00:00:00,PNI (Polen no identificado),1
3451,COSL,2025-01-18T00:00:00,Populus,0
3452,COSL,2025-01-18T00:00:00,Quenopodiáceas/Amarantáceas,0
3453,COSL,2025-01-18T00:00:00,Quercus,0
3454,COSL,2025-01-18T00:00:00,Rumex (Acederas),0
3455,COSL,2025-01-18T00:00:00,Sauces,0
3456,COSL,2025-01-18T00:00:00,Urticaceae (Ortigas),1
3457,COSL,2025-01-19T00:00:00,Abedul,0
3458,COSL,2025-01-19T00:00:00,Aligustre,0
3459,COSL,2025-01-19T00:00:00,Aliso,1
3460,COSL,2025-01-19T00:00:00,Arce,0
3461,COSL,2025-01-19T00:00:00,Artemisia,0
3462,COSL,2025-01-19T00:00:00,Castaño,0
3463,COSL,2025-01-19T00:00:00,Compuestas,0
